episode,series,type,IMDbLink,rating,ratingCount,genre,date,season,epNum
wedding bells part 2,"Walker, Texas Ranger",Regular,/title/tt0743620/?ref_=ttep_ep25,7.8,41,"Action, Adventure, Crime",2000-05-20,8,25
home of the brave,"Walker, Texas Ranger",Regular,/title/tt0743495/?ref_=ttep_ep1,7.8,33,"Action, Adventure, Crime",2000-10-07,9,1
deadly situation,"Walker, Texas Ranger",Regular,/title/tt0743469/?ref_=ttep_ep2,7.6,35,"Action, Adventure, Crime",2000-10-14,9,2
white buffalo,"Walker, Texas Ranger",Regular,/title/tt0743621/?ref_=ttep_ep3,7.7,34,"Action, Adventure, Crime",2000-10-21,9,3
the avenging angel,"Walker, Texas Ranger",Regular,/title/tt0743574/?ref_=ttep_ep4,7.6,38,"Action, Adventure, Crime",2000-10-28,9,4
winds of change,"Walker, Texas Ranger",Regular,/title/tt0743625/?ref_=ttep_ep5,7.7,38,"Action, Adventure, Crime",2000-11-04,9,5
lazarus,"Walker, Texas Ranger",Regular,/title/tt0743507/?ref_=ttep_ep6,7.4,38,"Action, Adventure, Crime",2000-11-11,9,6
turning point,"Walker, Texas Ranger",Regular,/title/tt0743610/?ref_=ttep_ep7,7.3,37,"Action, Adventure, Crime",2000-11-18,9,7
retribution,"Walker, Texas Ranger",Regular,/title/tt0743541/?ref_=ttep_ep8,6.7,35,"Action, Adventure, Crime",2000-11-25,9,8
child of hope,"Walker, Texas Ranger",Regular,/title/tt0743456/?ref_=ttep_ep9,7.4,47,"Action, Adventure, Crime",2000-12-09,9,9
faith,"Walker, Texas Ranger",Regular,/title/tt0743481/?ref_=ttep_ep10,7.8,29,"Action, Adventure, Crime",2000-12-16,9,10
golden boy,"Walker, Texas Ranger",Regular,/title/tt0743491/?ref_=ttep_ep11,7.5,32,"Action, Adventure, Crime",2001-01-06,9,11
desperate measures,"Walker, Texas Ranger",Regular,/title/tt0743472/?ref_=ttep_ep12,8.1,32,"Action, Adventure, Crime",2001-01-20,9,12
division street,"Walker, Texas Ranger",Regular,/title/tt0743474/?ref_=ttep_ep13,7.5,56,"Action, Adventure, Crime",2001-02-03,9,13
saturday night,"Walker, Texas Ranger",Regular,/title/tt0743548/?ref_=ttep_ep14,7.2,33,"Action, Adventure, Crime",2001-02-10,9,14
justice for all,"Walker, Texas Ranger",Regular,/title/tt0743503/?ref_=ttep_ep15,7.2,28,"Action, Adventure, Crime",2001-02-17,9,15
6 hours,"Walker, Texas Ranger",Regular,/title/tt0743431/?ref_=ttep_ep16,7.2,36,"Action, Adventure, Crime",2001-04-14,9,16
medieval crimes,"Walker, Texas Ranger",Regular,/title/tt0743517/?ref_=ttep_ep17,7.1,39,"Action, Adventure, Crime",2001-04-21,9,17
legends,"Walker, Texas Ranger",Regular,/title/tt0743508/?ref_=ttep_ep18,7.9,32,"Action, Adventure, Crime",2001-04-21,9,18
unsafe speed,"Walker, Texas Ranger",Regular,/title/tt0743613/?ref_=ttep_ep19,7.2,33,"Action, Adventure, Crime",2001-04-28,9,19
without a sound,"Walker, Texas Ranger",Regular,/title/tt0743626/?ref_=ttep_ep20,6.9,68,"Action, Adventure, Crime",2001-04-28,9,20
blood diamonds,"Walker, Texas Ranger",Regular,/title/tt0743446/?ref_=ttep_ep21,7.5,55,"Action, Adventure, Crime",2001-05-05,9,21
reel rangers,"Walker, Texas Ranger",Regular,/title/tt0743540/?ref_=ttep_ep22,7.5,42,"Action, Adventure, Crime",2001-05-05,9,22
the final showdown part 1,"Walker, Texas Ranger",Regular,/title/tt0743584/?ref_=ttep_ep23,7.5,69,"Action, Adventure, Crime",2001-05-19,9,23
the final showdown part 2,"Walker, Texas Ranger",Regular,/title/tt0743585/?ref_=ttep_ep24,8,76,"Action, Adventure, Crime",2001-05-19,9,24
pilot,What I Like About You,Regular,/title/tt0746064/?ref_=ttep_ep1,7.7,47,"Comedy, Drama, Family",2002-09-20,1,1
spa day,What I Like About You,Regular,/title/tt0746070/?ref_=ttep_ep2,8.2,35,"Comedy, Drama, Family",2002-09-27,1,2
roommates,What I Like About You,Regular,/title/tt0784600/?ref_=ttep_ep3,7.9,33,"Comedy, Drama, Family",2002-10-04,1,3
the teddy bear,What I Like About You,Regular,/title/tt0746093/?ref_=ttep_ep4,8.2,32,"Comedy, Drama, Family",2002-10-11,1,4
cool older sister,What I Like About You,Regular,/title/tt0784597/?ref_=ttep_ep5,8.1,29,"Comedy, Drama, Family",2002-10-18,1,5
the parrot trap,What I Like About You,Regular,/title/tt0746089/?ref_=ttep_ep6,8.3,27,"Comedy, Drama, Family",2002-11-01,1,6
tankini,What I Like About You,Regular,/title/tt0746074/?ref_=ttep_ep7,7.9,28,"Comedy, Drama, Family",2002-11-08,1,7
copy that,What I Like About You,Regular,/title/tt0746037/?ref_=ttep_ep8,7.2,48,"Comedy, Drama, Family",2002-11-15,1,8
thanksgiving,What I Like About You,Regular,/title/tt0746075/?ref_=ttep_ep9,7.6,28,"Comedy, Drama, Family",2002-11-22,1,9
the party,What I Like About You,Regular,/title/tt0746090/?ref_=ttep_ep10,8.2,24,"Comedy, Drama, Family",2003-01-10,1,10
the other woman,What I Like About You,Regular,/title/tt0746088/?ref_=ttep_ep11,8.2,25,"Comedy, Drama, Family",2003-01-17,1,11
girls night out,What I Like About You,Regular,/title/tt0746046/?ref_=ttep_ep12,8.8,26,"Comedy, Drama, Family",2003-01-24,1,12
the cheerleading incident,What I Like About You,Regular,/title/tt0746078/?ref_=ttep_ep13,7.8,26,"Comedy, Drama, Family",2003-01-31,1,13
the game,What I Like About You,Regular,/title/tt0746080/?ref_=ttep_ep14,8,23,"Comedy, Drama, Family",2003-02-07,1,14
valentines day,What I Like About You,Regular,/title/tt0746099/?ref_=ttep_ep15,8.2,26,"Comedy, Drama, Family",2003-02-14,1,15
hollys first job,What I Like About You,Regular,/title/tt0746050/?ref_=ttep_ep16,8.1,24,"Comedy, Drama, Family",2003-02-21,1,16
the breakup,What I Like About You,Regular,/title/tt0746077/?ref_=ttep_ep17,8,24,"Comedy, Drama, Family",2003-02-28,1,17
dude wheres vals car,What I Like About You,Regular,/title/tt0746040/?ref_=ttep_ep18,8.1,28,"Comedy, Drama, Family",2003-03-07,1,18
loose lips,What I Like About You,Regular,/title/tt0746058/?ref_=ttep_ep19,8.1,23,"Comedy, Drama, Family",2003-04-04,1,19
the fix up,What I Like About You,Regular,/title/tt0746079/?ref_=ttep_ep20,7.6,25,"Comedy, Drama, Family",2003-04-25,1,20
tyler v world,What I Like About You,Regular,/title/tt0746097/?ref_=ttep_ep21,8.2,25,"Comedy, Drama, Family",2003-05-02,1,21
the talk,What I Like About You,Regular,/title/tt0746092/?ref_=ttep_ep22,8.2,25,"Comedy, Drama, Family",2003-05-09,1,22
i love you soon,What I Like About You,Regular,/title/tt0746052/?ref_=ttep_ep1,8.3,27,"Comedy, Drama, Family",2003-09-11,2,1
boys club,What I Like About You,Regular,/title/tt0746035/?ref_=ttep_ep2,8,23,"Comedy, Drama, Family",2003-09-18,2,2
when holly met tina,What I Like About You,Regular,/title/tt0746101/?ref_=ttep_ep3,7.9,24,"Comedy, Drama, Family",2003-09-25,2,3
the loft,What I Like About You,Regular,/title/tt0746084/?ref_=ttep_ep4,7.9,23,"Comedy, Drama, Family",2003-10-02,2,4
like a virgin kinda,What I Like About You,Regular,/title/tt0746057/?ref_=ttep_ep5,7.7,35,"Comedy, Drama, Family",2003-10-09,2,5
no more mr nice guy,What I Like About You,Regular,/title/tt0746061/?ref_=ttep_ep6,8.3,24,"Comedy, Drama, Family",2003-10-16,2,6
im sorry so sorry,What I Like About You,Regular,/title/tt0746054/?ref_=ttep_ep7,7.9,22,"Comedy, Drama, Family",2003-10-23,2,7
partially obstructed view,What I Like About You,Regular,/title/tt0746063/?ref_=ttep_ep8,8,22,"Comedy, Drama, Family",2003-10-30,2,8
absence makes the heart grow never mind,What I Like About You,Regular,/title/tt0746032/?ref_=ttep_ep9,8.2,22,"Comedy, Drama, Family",2003-11-06,2,9
the odd couple,What I Like About You,Regular,/title/tt0746087/?ref_=ttep_ep10,8.3,22,"Comedy, Drama, Family",2003-11-13,2,10
regarding henry,What I Like About You,Regular,/title/tt0886349/?ref_=ttep_ep11,8,26,"Comedy, Drama, Family",2003-11-20,2,11
the incredible shrinking group,What I Like About You,Regular,/title/tt0784601/?ref_=ttep_ep12,8.3,20,"Comedy, Drama, Family",2004-01-09,2,12
the hospital,What I Like About You,Regular,/title/tt0746030/?ref_=ttep_ep13,8.3,25,"Comedy, Drama, Family",2004-01-16,2,13
your cheatin heart,What I Like About You,Regular,/title/tt0746103/?ref_=ttep_ep14,7.8,28,"Comedy, Drama, Family",2004-01-23,2,14
skyrink sucks,What I Like About You,Regular,/title/tt0746068/?ref_=ttep_ep15,7.9,21,"Comedy, Drama, Family",2004-01-30,2,15
lunar eclipse of the heart,What I Like About You,Regular,/title/tt0746059/?ref_=ttep_ep16,8,27,"Comedy, Drama, Family",2004-02-06,2,16
val and hollys not boyfriends,What I Like About You,Regular,/title/tt0746098/?ref_=ttep_ep17,8.2,22,"Comedy, Drama, Family",2004-02-13,2,17
the interview,What I Like About You,Regular,/title/tt0746082/?ref_=ttep_ep18,8,19,"Comedy, Drama, Family",2004-02-20,2,18
the big picture,What I Like About You,Regular,/title/tt0746076/?ref_=ttep_ep19,8.1,22,"Comedy, Drama, Family",2004-04-16,2,19
rollin in it,What I Like About You,Regular,/title/tt0784599/?ref_=ttep_ep20,8.2,21,"Comedy, Drama, Family",2004-04-23,2,20
antiprom,What I Like About You,Regular,/title/tt0746033/?ref_=ttep_ep21,8.3,24,"Comedy, Drama, Family",2004-04-30,2,21
second season finale,What I Like About You,Regular,/title/tt0746066/?ref_=ttep_ep22,8.6,25,"Comedy, Drama, Family",2004-05-07,2,22
europe was so much more fun,What I Like About You,Regular,/title/tt0746042/?ref_=ttep_ep1,8.2,29,"Comedy, Drama, Family",2004-09-17,3,1
the longest night of the year,What I Like About You,Regular,/title/tt0746085/?ref_=ttep_ep2,8.1,21,"Comedy, Drama, Family",2004-09-24,3,2
the notso simple life,What I Like About You,Regular,/title/tt0746086/?ref_=ttep_ep3,8,21,"Comedy, Drama, Family",2004-10-01,3,3
god help the mister,What I Like About You,Regular,/title/tt0746047/?ref_=ttep_ep4,8,21,"Comedy, Drama, Family",2004-10-08,3,4
split ends,What I Like About You,Regular,/title/tt0746071/?ref_=ttep_ep5,8.3,26,"Comedy, Drama, Family",2004-10-15,3,5
three little words,What I Like About You,Regular,/title/tt0746096/?ref_=ttep_ep6,8.8,25,"Comedy, Drama, Family",2004-10-22,3,6
the gift of the mutton,What I Like About You,Regular,/title/tt0746081/?ref_=ttep_ep8,8.2,20,"Comedy, Drama, Family",2004-11-05,3,8
well miss gittle a little,What I Like About You,Regular,/title/tt0746100/?ref_=ttep_ep9,8.4,22,"Comedy, Drama, Family",2004-11-12,3,9
the wedding part 1,What I Like About You,Regular,/title/tt0746094/?ref_=ttep_ep10,8.3,18,"Comedy, Drama, Family",2004-11-19,3,10
the wedding part 2,What I Like About You,Regular,/title/tt0746095/?ref_=ttep_ep11,7.8,21,"Comedy, Drama, Family",2005-01-14,3,11
how to succeed in business without really trying to be a lesbian,What I Like About You,Regular,/title/tt0746051/?ref_=ttep_ep12,7.7,21,"Comedy, Drama, Family",2005-01-21,3,12
dont kiss the messenger,What I Like About You,Regular,/title/tt0746039/?ref_=ttep_ep13,8.2,20,"Comedy, Drama, Family",2005-01-28,3,13
sex and the single girls,What I Like About You,Regular,/title/tt0746067/?ref_=ttep_ep14,8.8,20,"Comedy, Drama, Family",2005-02-04,3,14
stupid cupid,What I Like About You,Regular,/title/tt0746072/?ref_=ttep_ep15,8.5,18,"Comedy, Drama, Family",2005-02-11,3,15
nobodys perfect,What I Like About You,Regular,/title/tt0746062/?ref_=ttep_ep16,8.2,18,"Comedy, Drama, Family",2005-02-18,3,16
dangerous liaisons,What I Like About You,Regular,/title/tt0746038/?ref_=ttep_ep17,8.8,25,"Comedy, Drama, Family",2005-02-25,3,17
girls gone wild,What I Like About You,Regular,/title/tt0746045/?ref_=ttep_ep18,8.4,28,"Comedy, Drama, Family",2005-04-08,3,18
bad to the scone,What I Like About You,Regular,/title/tt0746034/?ref_=ttep_ep19,8.6,21,"Comedy, Drama, Family",2005-04-15,3,19
working girls,What I Like About You,Regular,/title/tt0746102/?ref_=ttep_ep20,8.2,20,"Comedy, Drama, Family",2005-04-22,3,20
pranks a lot,What I Like About You,Regular,/title/tt0746065/?ref_=ttep_ep21,8.7,24,"Comedy, Drama, Family",2005-04-29,3,21
the kid the cake and the chemistry,What I Like About You,Regular,/title/tt0746083/?ref_=ttep_ep22,5.1,47,"Comedy, Drama, Family",2005-05-06,3,22
my boyfriends back,What I Like About You,Regular,/title/tt0746060/?ref_=ttep_ep23,8.3,21,"Comedy, Drama, Family",2005-05-13,3,23
enough is enough,What I Like About You,Regular,/title/tt0746041/?ref_=ttep_ep24,5.5,51,"Comedy, Drama, Family",2005-05-20,3,24
i want my baby back,What I Like About You,Regular,/title/tt0746053/?ref_=ttep_ep1,5.9,58,"Comedy, Drama, Family",2005-09-16,4,1
surprise,What I Like About You,Regular,/title/tt0746073/?ref_=ttep_ep2,8.5,17,"Comedy, Drama, Family",2005-09-23,4,2
the redo,What I Like About You,Regular,/title/tt0746031/?ref_=ttep_ep3,8.3,17,"Comedy, Drama, Family",2005-09-30,4,3
ive got a secret,What I Like About You,Regular,/title/tt0746055/?ref_=ttep_ep4,7.9,18,"Comedy, Drama, Family",2005-10-07,4,4
the perfect date,What I Like About You,Regular,/title/tt0746091/?ref_=ttep_ep5,8.9,22,"Comedy, Drama, Family",2005-10-14,4,5
someones in the kitchen with daddy,What I Like About You,Regular,/title/tt0746069/?ref_=ttep_ep7,8,23,"Comedy, Drama, Family",2005-11-04,4,7
jazz night,What I Like About You,Regular,/title/tt0746056/?ref_=ttep_ep8,8.3,20,"Comedy, Drama, Family",2005-11-11,4,8
groundturkeyhogday,What I Like About You,Regular,/title/tt0746048/?ref_=ttep_ep9,8.5,22,"Comedy, Drama, Family",2005-11-18,4,9
for love or money,What I Like About You,Regular,/title/tt0746043/?ref_=ttep_ep10,8.6,18,"Comedy, Drama, Family",2005-12-09,4,10
coming home,What I Like About You,Regular,/title/tt0746036/?ref_=ttep_ep11,8.3,20,"Comedy, Drama, Family",2006-01-27,4,11
desperate girlfriends,What I Like About You,Regular,/title/tt0787427/?ref_=ttep_ep12,8.4,16,"Comedy, Drama, Family",2006-02-03,4,12
the other women,What I Like About You,Regular,/title/tt0761560/?ref_=ttep_ep13,8.3,18,"Comedy, Drama, Family",2006-02-17,4,13
your money or your wife,What I Like About You,Regular,/title/tt0764211/?ref_=ttep_ep14,8.4,27,"Comedy, Drama, Family",2006-02-24,4,14
garden state,What I Like About You,Regular,/title/tt0769489/?ref_=ttep_ep15,8.9,31,"Comedy, Drama, Family",2006-03-03,4,15
friends  lovers,What I Like About You,Regular,/title/tt0784598/?ref_=ttep_ep16,8.2,22,"Comedy, Drama, Family",2006-03-10,4,16
now and zen,What I Like About You,Regular,/title/tt0772678/?ref_=ttep_ep17,8.6,29,"Comedy, Drama, Family",2006-03-17,4,17
finally,What I Like About You,Regular,/title/tt0759389/?ref_=ttep_ep18,8.9,82,"Comedy, Drama, Family",2006-03-24,4,18
the crazy 10 minute sale,Wizards of Waverly Place,Regular,/title/tt0985517/?ref_=ttep_ep1,7.5,210,"Comedy, Family, Fantasy",2007-10-12,1,1
first kiss,Wizards of Waverly Place,Regular,/title/tt1027639/?ref_=ttep_ep2,7.6,168,"Comedy, Family, Fantasy",2007-10-19,1,2
i almost drowned in a chocolate fountain,Wizards of Waverly Place,Regular,/title/tt1001292/?ref_=ttep_ep3,7.6,132,"Comedy, Family, Fantasy",2007-10-26,1,3
new employee,Wizards of Waverly Place,Regular,/title/tt1023854/?ref_=ttep_ep4,7.1,118,"Comedy, Family, Fantasy",2007-11-02,1,4
disenchanted evening,Wizards of Waverly Place,Regular,/title/tt1061988/?ref_=ttep_ep5,7.2,118,"Comedy, Family, Fantasy",2007-11-09,1,5
you cant always get what you carpet,Wizards of Waverly Place,Regular,/title/tt1027640/?ref_=ttep_ep6,7.3,105,"Comedy, Family, Fantasy",2007-11-10,1,6
alexs choice,Wizards of Waverly Place,Regular,/title/tt1034000/?ref_=ttep_ep7,7.6,112,"Comedy, Family, Fantasy",2007-11-16,1,7
curb your dragon,Wizards of Waverly Place,Regular,/title/tt1036983/?ref_=ttep_ep8,7,108,"Comedy, Family, Fantasy",2007-11-30,1,8
movies,Wizards of Waverly Place,Regular,/title/tt1053189/?ref_=ttep_ep9,7.6,128,"Comedy, Family, Fantasy",2007-12-14,1,9
pop me and we both go down,Wizards of Waverly Place,Regular,/title/tt1084645/?ref_=ttep_ep10,6.8,128,"Comedy, Family, Fantasy",2008-01-06,1,10
potion commotion,Wizards of Waverly Place,Regular,/title/tt1079949/?ref_=ttep_ep11,7.1,105,"Comedy, Family, Fantasy",2008-02-10,1,11
little sister,Wizards of Waverly Place,Regular,/title/tt1075286/?ref_=ttep_ep12,7.6,113,"Comedy, Family, Fantasy",2008-03-09,1,12
wizard school part 1,Wizards of Waverly Place,Regular,/title/tt1045552/?ref_=ttep_ep13,7.5,122,"Comedy, Family, Fantasy",2008-04-06,1,13
wizard school part 2,Wizards of Waverly Place,Regular,/title/tt1240891/?ref_=ttep_ep14,7.4,103,"Comedy, Family, Fantasy",2008-04-06,1,14
the supernatural,Wizards of Waverly Place,Regular,/title/tt1081895/?ref_=ttep_ep15,7.4,112,"Comedy, Family, Fantasy",2008-05-18,1,15
alex in the middle,Wizards of Waverly Place,Regular,/title/tt1027638/?ref_=ttep_ep16,7.1,103,"Comedy, Family, Fantasy",2008-06-15,1,16
report card,Wizards of Waverly Place,Regular,/title/tt1091157/?ref_=ttep_ep17,7.2,104,"Comedy, Family, Fantasy",2008-06-29,1,17
credit check,Wizards of Waverly Place,Regular,/title/tt1088925/?ref_=ttep_ep18,7.2,108,"Comedy, Family, Fantasy",2008-07-06,1,18
alexs spring fling,Wizards of Waverly Place,Regular,/title/tt1093793/?ref_=ttep_ep19,7.4,108,"Comedy, Family, Fantasy",2008-07-20,1,19
quinceanera,Wizards of Waverly Place,Regular,/title/tt1075287/?ref_=ttep_ep20,7.8,114,"Comedy, Family, Fantasy",2008-08-10,1,20
art museum piece,Wizards of Waverly Place,Regular,/title/tt1093794/?ref_=ttep_ep21,7.3,109,"Comedy, Family, Fantasy",2008-08-31,1,21
smarty pants,Wizards of Waverly Place,Regular,/title/tt1288362/?ref_=ttep_ep1,7.3,109,"Comedy, Family, Fantasy",2008-09-12,2,1
beware wolf,Wizards of Waverly Place,Regular,/title/tt1291622/?ref_=ttep_ep2,7,99,"Comedy, Family, Fantasy",2008-09-21,2,2
graphic novel,Wizards of Waverly Place,Regular,/title/tt1290370/?ref_=ttep_ep3,7.3,92,"Comedy, Family, Fantasy",2008-10-05,2,3
racing,Wizards of Waverly Place,Regular,/title/tt1290371/?ref_=ttep_ep4,7.5,91,"Comedy, Family, Fantasy",2008-10-12,2,4
alexs brother maximan,Wizards of Waverly Place,Regular,/title/tt1304988/?ref_=ttep_ep5,7.4,84,"Comedy, Family, Fantasy",2008-10-19,2,5
saving wiz tech part 1,Wizards of Waverly Place,Regular,/title/tt1300146/?ref_=ttep_ep6,7.7,94,"Comedy, Family, Fantasy",2008-10-26,2,6
saving wiz tech part 2,Wizards of Waverly Place,Regular,/title/tt1300147/?ref_=ttep_ep7,7.7,89,"Comedy, Family, Fantasy",2008-10-26,2,7
harper knows,Wizards of Waverly Place,Regular,/title/tt1322243/?ref_=ttep_ep8,7.9,96,"Comedy, Family, Fantasy",2008-11-23,2,8
taxi dance,Wizards of Waverly Place,Regular,/title/tt1327572/?ref_=ttep_ep9,7.3,91,"Comedy, Family, Fantasy",2008-12-07,2,9
baby cupid,Wizards of Waverly Place,Regular,/title/tt1327568/?ref_=ttep_ep10,7.5,84,"Comedy, Family, Fantasy",2008-12-14,2,10
make it happen,Wizards of Waverly Place,Regular,/title/tt1327569/?ref_=ttep_ep11,8,89,"Comedy, Family, Fantasy",2009-01-01,2,11
fairy tale,Wizards of Waverly Place,Regular,/title/tt1327570/?ref_=ttep_ep12,7.6,83,"Comedy, Family, Fantasy",2009-01-25,2,12
fashion week,Wizards of Waverly Place,Regular,/title/tt1366236/?ref_=ttep_ep13,7.4,93,"Comedy, Family, Fantasy",2009-02-15,2,13
helping hand,Wizards of Waverly Place,Regular,/title/tt1328573/?ref_=ttep_ep14,7.6,85,"Comedy, Family, Fantasy",2009-02-16,2,14
art teacher,Wizards of Waverly Place,Regular,/title/tt1290372/?ref_=ttep_ep15,7.7,94,"Comedy, Family, Fantasy",2009-03-01,2,15
future harper,Wizards of Waverly Place,Regular,/title/tt1348286/?ref_=ttep_ep16,7.7,91,"Comedy, Family, Fantasy",2009-03-15,2,16
alex does good,Wizards of Waverly Place,Regular,/title/tt1399910/?ref_=ttep_ep17,7.5,86,"Comedy, Family, Fantasy",2009-04-05,2,17
hughs not normous,Wizards of Waverly Place,Regular,/title/tt1328575/?ref_=ttep_ep18,7.1,82,"Comedy, Family, Fantasy",2009-04-12,2,18
dont rain on justins parade  earth,Wizards of Waverly Place,Regular,/title/tt1328577/?ref_=ttep_ep19,7.6,78,"Comedy, Family, Fantasy",2009-04-19,2,19
family game night,Wizards of Waverly Place,Regular,/title/tt1328578/?ref_=ttep_ep20,8,95,"Comedy, Family, Fantasy",2009-04-26,2,20
justins new girlfriend,Wizards of Waverly Place,Regular,/title/tt1328579/?ref_=ttep_ep21,7.6,77,"Comedy, Family, Fantasy",2009-05-02,2,21
my tutor tutor,Wizards of Waverly Place,Regular,/title/tt1411547/?ref_=ttep_ep22,7.7,84,"Comedy, Family, Fantasy",2009-05-29,2,22
paint by committee,Wizards of Waverly Place,Regular,/title/tt1456057/?ref_=ttep_ep23,7,70,"Comedy, Family, Fantasy",2009-06-26,2,23
wizard for a day,Wizards of Waverly Place,Regular,/title/tt1471994/?ref_=ttep_ep24,7.2,69,"Comedy, Family, Fantasy",2009-07-10,2,24
castaway to another show,Wizards of Waverly Place,Regular,/title/tt1472528/?ref_=ttep_ep25,7.9,93,"Comedy, Family, Fantasy",2009-07-17,2,25
wizards vs vampires on waverly place,Wizards of Waverly Place,Regular,/title/tt1480181/?ref_=ttep_ep26,7.9,100,"Comedy, Family, Fantasy",2009-07-24,2,26
wizards vs vampires tasty bites,Wizards of Waverly Place,Regular,/title/tt1480183/?ref_=ttep_ep27,8,88,"Comedy, Family, Fantasy",2009-07-31,2,27
wizards vs vampires dream date,Wizards of Waverly Place,Regular,/title/tt1480182/?ref_=ttep_ep28,7.5,85,"Comedy, Family, Fantasy",2009-08-07,2,28
wizards  vampires vs zombies,Wizards of Waverly Place,Regular,/title/tt1480180/?ref_=ttep_ep29,7.7,89,"Comedy, Family, Fantasy",2009-08-08,2,29
retest,Wizards of Waverly Place,Regular,/title/tt1490505/?ref_=ttep_ep30,7.7,84,"Comedy, Family, Fantasy",2009-08-21,2,30
frankengirl,Wizards of Waverly Place,Regular,/title/tt1505751/?ref_=ttep_ep1,7.6,96,"Comedy, Family, Fantasy",2009-10-09,3,1
monster hunter,Wizards of Waverly Place,Regular,/title/tt1512081/?ref_=ttep_ep3,7.2,76,"Comedy, Family, Fantasy",2009-10-23,3,3
