episode,series,type,IMDbLink,rating,ratingCount,genre,date,season,epNum
driving tori crazy,Victorious,Regular,/title/tt2150113/?ref_=ttep_ep10,7.9,123,"Comedy, Drama, Family",2012-04-14,3,10
how trina got in,Victorious,Regular,/title/tt2240614/?ref_=ttep_ep11,7.7,108,"Comedy, Drama, Family",2012-05-05,3,11
tori goes platinum,Victorious,Regular,/title/tt2327129/?ref_=ttep_ep12,8.3,147,"Comedy, Drama, Family",2012-05-19,3,12
crazy ponnie,Victorious,Regular,/title/tt2171040/?ref_=ttep_ep13,8.2,130,"Comedy, Drama, Family",2012-06-09,3,13
the blonde squad,Victorious,Regular,/title/tt2198930/?ref_=ttep_ep14,8.1,117,"Comedy, Drama, Family",2012-06-30,3,14
wankos warehouse,Victorious,Regular,/title/tt2352216/?ref_=ttep_ep1,7.7,118,"Comedy, Drama, Family",2012-09-22,4,1
the hambone king,Victorious,Regular,/title/tt2401016/?ref_=ttep_ep2,7.2,109,"Comedy, Drama, Family",2012-09-29,4,2
opposite date,Victorious,Regular,/title/tt2353447/?ref_=ttep_ep3,8.2,129,"Comedy, Drama, Family",2012-10-13,4,3
three girls and a moose,Victorious,Regular,/title/tt2374395/?ref_=ttep_ep4,7.6,117,"Comedy, Drama, Family",2012-10-20,4,4
cell block,Victorious,Regular,/title/tt2460338/?ref_=ttep_ep5,8.3,102,"Comedy, Drama, Family",2012-11-24,4,5
tori fixes beck and jade,Victorious,Regular,/title/tt2393635/?ref_=ttep_ep6,8.4,151,"Comedy, Drama, Family",2012-12-01,4,6
one thousand berry balls,Victorious,Regular,/title/tt2509634/?ref_=ttep_ep7,7.9,94,"Comedy, Drama, Family",2012-12-08,4,7
robbie sells rex,Victorious,Regular,/title/tt2387341/?ref_=ttep_ep8,7.3,88,"Comedy, Drama, Family",2012-12-15,4,8
the bad roommate,Victorious,Regular,/title/tt2595850/?ref_=ttep_ep9,7.9,104,"Comedy, Drama, Family",2013-01-05,4,9
brain squeezers,Victorious,Regular,/title/tt2603786/?ref_=ttep_ep10,7.5,99,"Comedy, Drama, Family",2013-01-12,4,10
the slap fight,Victorious,Regular,/title/tt2283868/?ref_=ttep_ep11,8.6,110,"Comedy, Drama, Family",2013-01-19,4,11
starspangled tori,Victorious,Regular,/title/tt2613510/?ref_=ttep_ep12,8,94,"Comedy, Drama, Family",2013-01-26,4,12
victoriyes,Victorious,Regular,/title/tt2387339/?ref_=ttep_ep13,7.7,149,"Comedy, Drama, Family",2013-02-02,4,13
one riot one ranger,"Walker, Texas Ranger",Regular,/title/tt0394976/?ref_=ttep_ep1,7.3,134,"Action, Adventure, Crime",1993-04-21,1,1
borderline,"Walker, Texas Ranger",Regular,/title/tt0743449/?ref_=ttep_ep2,7.3,80,"Action, Adventure, Crime",1993-04-24,1,2
a shadow in the night,"Walker, Texas Ranger",Regular,/title/tt0743437/?ref_=ttep_ep3,6.9,84,"Action, Adventure, Crime",1993-05-01,1,3
bounty,"Walker, Texas Ranger",Regular,/title/tt0743450/?ref_=ttep_ep1,7.5,77,"Action, Adventure, Crime",1993-09-25,2,1
storm warning,"Walker, Texas Ranger",Regular,/title/tt0743564/?ref_=ttep_ep2,7.5,67,"Action, Adventure, Crime",1993-10-02,2,2
in the name of god,"Walker, Texas Ranger",Regular,/title/tt0743500/?ref_=ttep_ep3,7.4,68,"Action, Adventure, Crime",1993-10-30,2,3
crime wave dave,"Walker, Texas Ranger",Regular,/title/tt0743463/?ref_=ttep_ep4,7.3,68,"Action, Adventure, Crime",1993-11-06,2,4
end run,"Walker, Texas Ranger",Regular,/title/tt0743477/?ref_=ttep_ep5,8,62,"Action, Adventure, Crime",1993-11-13,2,5
family matters,"Walker, Texas Ranger",Regular,/title/tt0743482/?ref_=ttep_ep6,7.5,61,"Action, Adventure, Crime",1993-11-20,2,6
shell do to ride the river with,"Walker, Texas Ranger",Regular,/title/tt0743551/?ref_=ttep_ep7,7.6,61,"Action, Adventure, Crime",1993-11-24,2,7
unfinished business,"Walker, Texas Ranger",Regular,/title/tt0743612/?ref_=ttep_ep8,7.6,62,"Action, Adventure, Crime",1993-11-27,2,8
an innocent man,"Walker, Texas Ranger",Regular,/title/tt0743440/?ref_=ttep_ep9,7.7,52,"Action, Adventure, Crime",1993-12-04,2,9
night of the gladiator,"Walker, Texas Ranger",Regular,/title/tt0743524/?ref_=ttep_ep10,7.9,58,"Action, Adventure, Crime",1993-12-11,2,10
the legend of running bear,"Walker, Texas Ranger",Regular,/title/tt0743589/?ref_=ttep_ep11,7.3,48,"Action, Adventure, Crime",1994-01-08,2,11
something in the shadows part 1,"Walker, Texas Ranger",Regular,/title/tt0743558/?ref_=ttep_ep12,7.5,61,"Action, Adventure, Crime",1994-01-15,2,12
something in the shadows part 2,"Walker, Texas Ranger",Regular,/title/tt0743559/?ref_=ttep_ep13,7.6,57,"Action, Adventure, Crime",1994-01-22,2,13
on deadly ground,"Walker, Texas Ranger",Regular,/title/tt0743526/?ref_=ttep_ep14,7.8,53,"Action, Adventure, Crime",1994-01-29,2,14
right man wrong time,"Walker, Texas Ranger",Regular,/title/tt0743542/?ref_=ttep_ep15,7.6,57,"Action, Adventure, Crime",1994-02-05,2,15
the prodigal son,"Walker, Texas Ranger",Regular,/title/tt0743596/?ref_=ttep_ep16,7.6,61,"Action, Adventure, Crime",1994-03-05,2,16
the committee,"Walker, Texas Ranger",Regular,/title/tt0743579/?ref_=ttep_ep17,7.7,57,"Action, Adventure, Crime",1994-03-12,2,17
deadly vision,"Walker, Texas Ranger",Regular,/title/tt0743470/?ref_=ttep_ep18,7.3,59,"Action, Adventure, Crime",1994-03-26,2,18
skyjacked,"Walker, Texas Ranger",Regular,/title/tt0743555/?ref_=ttep_ep19,7.8,60,"Action, Adventure, Crime",1994-04-02,2,19
the long haul,"Walker, Texas Ranger",Regular,/title/tt0743590/?ref_=ttep_ep20,7.6,57,"Action, Adventure, Crime",1994-04-09,2,20
rampage,"Walker, Texas Ranger",Regular,/title/tt0743538/?ref_=ttep_ep21,7.6,57,"Action, Adventure, Crime",1994-04-30,2,21
the reunion,"Walker, Texas Ranger",Regular,/title/tt0743468/?ref_=ttep_ep22,8.3,72,"Action, Adventure, Crime",1994-05-14,2,22
stolen lullaby,"Walker, Texas Ranger",Regular,/title/tt0743563/?ref_=ttep_ep23,7.8,62,"Action, Adventure, Crime",1994-05-21,2,23
badge of honor,"Walker, Texas Ranger",Regular,/title/tt0743442/?ref_=ttep_ep1,7.8,56,"Action, Adventure, Crime",1994-09-24,3,1
branded,"Walker, Texas Ranger",Regular,/title/tt0743452/?ref_=ttep_ep2,7.7,55,"Action, Adventure, Crime",1994-10-01,3,2
silk dreams,"Walker, Texas Ranger",Regular,/title/tt0743554/?ref_=ttep_ep3,7.5,52,"Action, Adventure, Crime",1994-10-08,3,3
mustangs,"Walker, Texas Ranger",Regular,/title/tt0743523/?ref_=ttep_ep4,7.6,49,"Action, Adventure, Crime",1994-10-15,3,4
till death do us part,"Walker, Texas Ranger",Regular,/title/tt0743605/?ref_=ttep_ep5,7.9,53,"Action, Adventure, Crime",1994-10-22,3,5
rainbow warrior,"Walker, Texas Ranger",Regular,/title/tt0743536/?ref_=ttep_ep6,7.5,47,"Action, Adventure, Crime",1994-11-05,3,6
the road to black bayou,"Walker, Texas Ranger",Regular,/title/tt0743598/?ref_=ttep_ep7,7.7,49,"Action, Adventure, Crime",1994-11-19,3,7
line of fire,"Walker, Texas Ranger",Regular,/title/tt0743509/?ref_=ttep_ep8,7.7,40,"Action, Adventure, Crime",1994-11-26,3,8
payback,"Walker, Texas Ranger",Regular,/title/tt0743532/?ref_=ttep_ep9,7.5,46,"Action, Adventure, Crime",1994-12-10,3,9
tigers eye,"Walker, Texas Ranger",Regular,/title/tt0743604/?ref_=ttep_ep10,7.3,51,"Action, Adventure, Crime",1994-12-17,3,10
the big bingo bamboozle,"Walker, Texas Ranger",Regular,/title/tt0743576/?ref_=ttep_ep11,7.2,52,"Action, Adventure, Crime",1995-01-07,3,11
money train,"Walker, Texas Ranger",Regular,/title/tt0743521/?ref_=ttep_ep12,7.7,49,"Action, Adventure, Crime",1995-01-14,3,12
mean streets,"Walker, Texas Ranger",Regular,/title/tt0743516/?ref_=ttep_ep13,7.5,48,"Action, Adventure, Crime",1995-01-28,3,13
cowboy,"Walker, Texas Ranger",Regular,/title/tt0743462/?ref_=ttep_ep14,7.8,42,"Action, Adventure, Crime",1995-02-04,3,14
war zone,"Walker, Texas Ranger",Regular,/title/tt0743616/?ref_=ttep_ep15,7.6,50,"Action, Adventure, Crime",1995-02-11,3,15
trust no one,"Walker, Texas Ranger",Regular,/title/tt0743609/?ref_=ttep_ep16,7.5,42,"Action, Adventure, Crime",1995-02-18,3,16
blue movies,"Walker, Texas Ranger",Regular,/title/tt0743448/?ref_=ttep_ep17,7.5,42,"Action, Adventure, Crime",1995-02-25,3,17
on sacred ground,"Walker, Texas Ranger",Regular,/title/tt0743527/?ref_=ttep_ep18,7.7,47,"Action, Adventure, Crime",1995-03-11,3,18
case closed,"Walker, Texas Ranger",Regular,/title/tt0743455/?ref_=ttep_ep19,7.7,61,"Action, Adventure, Crime",1995-04-29,3,19
flashback,"Walker, Texas Ranger",Regular,/title/tt0743485/?ref_=ttep_ep20,7.5,50,"Action, Adventure, Crime",1995-05-06,3,20
standoff,"Walker, Texas Ranger",Regular,/title/tt0743562/?ref_=ttep_ep21,7.8,44,"Action, Adventure, Crime",1995-05-13,3,21
blown apart,"Walker, Texas Ranger",Regular,/title/tt0743447/?ref_=ttep_ep1,7.6,42,"Action, Adventure, Crime",1995-09-23,4,1
deep cover,"Walker, Texas Ranger",Regular,/title/tt0743471/?ref_=ttep_ep2,7.8,49,"Action, Adventure, Crime",1995-09-30,4,2
the guardians,"Walker, Texas Ranger",Regular,/title/tt0743587/?ref_=ttep_ep3,7.5,42,"Action, Adventure, Crime",1995-10-07,4,3
collision course,"Walker, Texas Ranger",Regular,/title/tt0743460/?ref_=ttep_ep4,7,41,"Action, Adventure, Crime",1995-10-14,4,4
point after,"Walker, Texas Ranger",Regular,/title/tt0743534/?ref_=ttep_ep5,7.5,42,"Action, Adventure, Crime",1995-10-21,4,5
evil in the night,"Walker, Texas Ranger",Regular,/title/tt0743479/?ref_=ttep_ep6,7.2,45,"Action, Adventure, Crime",1995-11-04,4,6
final justice,"Walker, Texas Ranger",Regular,/title/tt0743484/?ref_=ttep_ep7,7.4,47,"Action, Adventure, Crime",1995-11-11,4,7
the lynching,"Walker, Texas Ranger",Regular,/title/tt0743591/?ref_=ttep_ep8,7.7,37,"Action, Adventure, Crime",1995-11-18,4,8
whitewater part 1,"Walker, Texas Ranger",Regular,/title/tt0743622/?ref_=ttep_ep9,8,50,"Action, Adventure, Crime",1995-11-25,4,9
whitewater part 2,"Walker, Texas Ranger",Regular,/title/tt0743623/?ref_=ttep_ep10,7.6,45,"Action, Adventure, Crime",1995-12-02,4,10
the covenant,"Walker, Texas Ranger",Regular,/title/tt0743580/?ref_=ttep_ep11,7.3,40,"Action, Adventure, Crime",1995-12-09,4,11
rodeo,"Walker, Texas Ranger",Regular,/title/tt0743544/?ref_=ttep_ep12,7.3,40,"Action, Adventure, Crime",1996-01-06,4,12
flashpoint,"Walker, Texas Ranger",Regular,/title/tt0743486/?ref_=ttep_ep13,6.9,38,"Action, Adventure, Crime",1996-01-13,4,13
breakin,"Walker, Texas Ranger",Regular,/title/tt0743453/?ref_=ttep_ep14,7.2,44,"Action, Adventure, Crime",1996-01-20,4,14
the return of larue,"Walker, Texas Ranger",Regular,/title/tt0743597/?ref_=ttep_ep15,7.8,42,"Action, Adventure, Crime",1996-02-03,4,15
the juggernaut,"Walker, Texas Ranger",Regular,/title/tt0743588/?ref_=ttep_ep16,7.6,38,"Action, Adventure, Crime",1996-02-10,4,16
el coyote part 1,"Walker, Texas Ranger",Regular,/title/tt0743475/?ref_=ttep_ep17,7.7,41,"Action, Adventure, Crime",1996-02-17,4,17
el coyote part 2,"Walker, Texas Ranger",Regular,/title/tt0743476/?ref_=ttep_ep18,7.7,40,"Action, Adventure, Crime",1996-02-24,4,18
the avenger,"Walker, Texas Ranger",Regular,/title/tt0743573/?ref_=ttep_ep19,7.8,38,"Action, Adventure, Crime",1996-03-02,4,19
behind the badge,"Walker, Texas Ranger",Regular,/title/tt0743443/?ref_=ttep_ep20,7.4,38,"Action, Adventure, Crime",1996-03-23,4,20
blackout,"Walker, Texas Ranger",Regular,/title/tt0743445/?ref_=ttep_ep21,7.6,38,"Action, Adventure, Crime",1996-04-06,4,21
deadline,"Walker, Texas Ranger",Regular,/title/tt0743467/?ref_=ttep_ep22,7.7,40,"Action, Adventure, Crime",1996-04-13,4,22
the siege,"Walker, Texas Ranger",Regular,/title/tt0743599/?ref_=ttep_ep23,7.5,41,"Action, Adventure, Crime",1996-04-27,4,23
the moscow connection,"Walker, Texas Ranger",Regular,/title/tt0743593/?ref_=ttep_ep24,7.2,42,"Action, Adventure, Crime",1996-05-04,4,24
miracle at middle creek,"Walker, Texas Ranger",Regular,/title/tt0743519/?ref_=ttep_ep25,7.7,38,"Action, Adventure, Crime",1996-05-11,4,25
hall of fame,"Walker, Texas Ranger",Regular,/title/tt0743492/?ref_=ttep_ep26,8.1,51,"Action, Adventure, Crime",1996-05-18,4,26
higher power,"Walker, Texas Ranger",Regular,/title/tt0743494/?ref_=ttep_ep1,7.7,39,"Action, Adventure, Crime",1996-09-21,5,1
patriot,"Walker, Texas Ranger",Regular,/title/tt0743531/?ref_=ttep_ep2,7.6,43,"Action, Adventure, Crime",1996-09-28,5,2
ghost rider,"Walker, Texas Ranger",Regular,/title/tt0743490/?ref_=ttep_ep3,6.4,49,"Action, Adventure, Crime",1996-10-05,5,3
the brotherhood,"Walker, Texas Ranger",Regular,/title/tt0743577/?ref_=ttep_ep4,8,40,"Action, Adventure, Crime",1996-10-12,5,4
plague,"Walker, Texas Ranger",Regular,/title/tt0743533/?ref_=ttep_ep5,7.4,44,"Action, Adventure, Crime",1996-10-19,5,5
redemption,"Walker, Texas Ranger",Regular,/title/tt0743539/?ref_=ttep_ep6,7.2,42,"Action, Adventure, Crime",1996-10-26,5,6
codename dragonfly,"Walker, Texas Ranger",Regular,/title/tt0743459/?ref_=ttep_ep7,7.6,39,"Action, Adventure, Crime",1996-11-02,5,7
a silent cry,"Walker, Texas Ranger",Regular,/title/tt0743438/?ref_=ttep_ep8,7.1,35,"Action, Adventure, Crime",1996-11-09,5,8
swan song,"Walker, Texas Ranger",Regular,/title/tt0743567/?ref_=ttep_ep9,7.4,47,"Action, Adventure, Crime",1996-11-16,5,9
cyclone,"Walker, Texas Ranger",Regular,/title/tt0743465/?ref_=ttep_ep10,7.4,38,"Action, Adventure, Crime",1996-11-23,5,10
lucky,"Walker, Texas Ranger",Regular,/title/tt0743514/?ref_=ttep_ep11,7.3,36,"Action, Adventure, Crime",1996-11-30,5,11
the deadliest man alive,"Walker, Texas Ranger",Regular,/title/tt0743582/?ref_=ttep_ep12,7.4,42,"Action, Adventure, Crime",1996-12-14,5,12
a ranger christmas,"Walker, Texas Ranger",Regular,/title/tt0743436/?ref_=ttep_ep13,8,45,"Action, Adventure, Crime",1996-12-21,5,13
mayday,"Walker, Texas Ranger",Regular,/title/tt0743515/?ref_=ttep_ep14,8,38,"Action, Adventure, Crime",1997-01-11,5,14
last hope,"Walker, Texas Ranger",Regular,/title/tt0743504/?ref_=ttep_ep15,7.4,45,"Action, Adventure, Crime",1997-01-18,5,15
full contact,"Walker, Texas Ranger",Regular,/title/tt0743488/?ref_=ttep_ep16,8.2,42,"Action, Adventure, Crime",1997-02-01,5,16
99th ranger,"Walker, Texas Ranger",Regular,/title/tt0743432/?ref_=ttep_ep17,7.7,45,"Action, Adventure, Crime",1997-02-08,5,17
devils turf,"Walker, Texas Ranger",Regular,/title/tt0743473/?ref_=ttep_ep18,7.9,45,"Action, Adventure, Crime",1997-02-15,5,18
days past,"Walker, Texas Ranger",Regular,/title/tt0743466/?ref_=ttep_ep19,7.8,42,"Action, Adventure, Crime",1997-02-22,5,19
trial of larue,"Walker, Texas Ranger",Regular,/title/tt0743607/?ref_=ttep_ep20,8,45,"Action, Adventure, Crime",1997-03-08,5,20
heart of the dragon,"Walker, Texas Ranger",Regular,/title/tt0743493/?ref_=ttep_ep21,7.5,38,"Action, Adventure, Crime",1997-04-05,5,21
the neighborhood,"Walker, Texas Ranger",Regular,/title/tt0743594/?ref_=ttep_ep22,6.8,51,"Action, Adventure, Crime",1997-04-26,5,22
a fathers image,"Walker, Texas Ranger",Regular,/title/tt0743433/?ref_=ttep_ep23,7.3,38,"Action, Adventure, Crime",1997-05-03,5,23
sons of thunder,"Walker, Texas Ranger",Regular,/title/tt0743560/?ref_=ttep_ep24,7.6,59,"Action, Adventure, Crime",1997-05-04,5,24
texas vs cahill,"Walker, Texas Ranger",Regular,/title/tt0743572/?ref_=ttep_ep25,7.9,43,"Action, Adventure, Crime",1997-05-10,5,25
rookie,"Walker, Texas Ranger",Regular,/title/tt0743545/?ref_=ttep_ep26,7.2,43,"Action, Adventure, Crime",1997-05-17,5,26
the fighting mclains,"Walker, Texas Ranger",Regular,/title/tt0743583/?ref_=ttep_ep1,7.6,44,"Action, Adventure, Crime",1997-09-27,6,1
iceman,"Walker, Texas Ranger",Regular,/title/tt0743496/?ref_=ttep_ep2,7.5,36,"Action, Adventure, Crime",1997-10-04,6,2
lucas part 1,"Walker, Texas Ranger",Regular,/title/tt0743512/?ref_=ttep_ep3,8.2,77,"Action, Adventure, Crime",1997-10-11,6,3
lucas part 2,"Walker, Texas Ranger",Regular,/title/tt0743513/?ref_=ttep_ep4,7.5,58,"Action, Adventure, Crime",1997-10-18,6,4
forgotten people,"Walker, Texas Ranger",Regular,/title/tt0743487/?ref_=ttep_ep5,7.1,38,"Action, Adventure, Crime",1997-10-25,6,5
last of a breed part 1,"Walker, Texas Ranger",Regular,/title/tt0743505/?ref_=ttep_ep6,7.7,43,"Action, Adventure, Crime",1997-11-01,6,6
last of a breed part 2,"Walker, Texas Ranger",Regular,/title/tt0743506/?ref_=ttep_ep7,7.6,43,"Action, Adventure, Crime",1997-11-08,6,7
brainchild,"Walker, Texas Ranger",Regular,/title/tt0743451/?ref_=ttep_ep8,7,51,"Action, Adventure, Crime",1997-11-15,6,8
mr justice,"Walker, Texas Ranger",Regular,/title/tt0743522/?ref_=ttep_ep9,7.9,42,"Action, Adventure, Crime",1997-11-22,6,9
rainbows end,"Walker, Texas Ranger",Regular,/title/tt0743537/?ref_=ttep_ep10,7.3,40,"Action, Adventure, Crime",1997-12-06,6,10
a womans place,"Walker, Texas Ranger",Regular,/title/tt0743439/?ref_=ttep_ep11,7.5,35,"Action, Adventure, Crime",1997-12-13,6,11
small blessings,"Walker, Texas Ranger",Regular,/title/tt0743556/?ref_=ttep_ep12,7.3,44,"Action, Adventure, Crime",1997-12-20,6,12
tribe,"Walker, Texas Ranger",Regular,/title/tt0743608/?ref_=ttep_ep13,7.5,39,"Action, Adventure, Crime",1998-01-03,6,13
saving grace,"Walker, Texas Ranger",Regular,/title/tt0743549/?ref_=ttep_ep14,6.8,37,"Action, Adventure, Crime",1998-01-10,6,14
money talks,"Walker, Texas Ranger",Regular,/title/tt0743520/?ref_=ttep_ep15,7.5,34,"Action, Adventure, Crime",1998-01-17,6,15
crusader,"Walker, Texas Ranger",Regular,/title/tt0743464/?ref_=ttep_ep16,7.4,43,"Action, Adventure, Crime",1998-01-31,6,16
in gods hands,"Walker, Texas Ranger",Regular,/title/tt0743497/?ref_=ttep_ep17,7.5,37,"Action, Adventure, Crime",1998-02-28,6,17
undercover,"Walker, Texas Ranger",Regular,/title/tt0743611/?ref_=ttep_ep18,7.6,40,"Action, Adventure, Crime",1998-03-07,6,18
everyday heroes,"Walker, Texas Ranger",Regular,/title/tt0743478/?ref_=ttep_ep19,7.8,45,"Action, Adventure, Crime",1998-03-21,6,19
warriors,"Walker, Texas Ranger",Regular,/title/tt0743617/?ref_=ttep_ep20,7.1,41,"Action, Adventure, Crime",1998-04-04,6,20
angel,"Walker, Texas Ranger",Regular,/title/tt0743441/?ref_=ttep_ep21,7.6,38,"Action, Adventure, Crime",1998-04-18,6,21
the soul of winter,"Walker, Texas Ranger",Regular,/title/tt0743600/?ref_=ttep_ep22,7.8,45,"Action, Adventure, Crime",1998-04-25,6,22
circle of life,"Walker, Texas Ranger",Regular,/title/tt0743457/?ref_=ttep_ep23,7.3,49,"Action, Adventure, Crime",1998-05-02,6,23
test of faith,"Walker, Texas Ranger",Regular,/title/tt0743571/?ref_=ttep_ep24,7.8,38,"Action, Adventure, Crime",1998-05-09,6,24
the wedding part 1,"Walker, Texas Ranger",Regular,/title/tt0743601/?ref_=ttep_ep25,7.2,49,"Action, Adventure, Crime",1998-05-16,6,25
the wedding part 2,"Walker, Texas Ranger",Regular,/title/tt0743602/?ref_=ttep_ep1,7.6,45,"Action, Adventure, Crime",1998-09-26,7,1
trackdown,"Walker, Texas Ranger",Regular,/title/tt0743606/?ref_=ttep_ep2,7.3,40,"Action, Adventure, Crime",1998-10-03,7,2
royal heist,"Walker, Texas Ranger",Regular,/title/tt0743546/?ref_=ttep_ep3,7.4,39,"Action, Adventure, Crime",1998-10-10,7,3
war cry,"Walker, Texas Ranger",Regular,/title/tt0743615/?ref_=ttep_ep4,7.8,40,"Action, Adventure, Crime",1998-10-17,7,4
code of the west,"Walker, Texas Ranger",Regular,/title/tt0743458/?ref_=ttep_ep5,7.5,44,"Action, Adventure, Crime",1998-10-24,7,5
survival,"Walker, Texas Ranger",Regular,/title/tt0743565/?ref_=ttep_ep7,8,44,"Action, Adventure, Crime",1998-11-07,7,7
second chance,"Walker, Texas Ranger",Regular,/title/tt0743550/?ref_=ttep_ep8,7.4,38,"Action, Adventure, Crime",1998-11-14,7,8
paradise trail,"Walker, Texas Ranger",Regular,/title/tt0743530/?ref_=ttep_ep9,7.8,36,"Action, Adventure, Crime",1998-11-21,7,9
eyes of a ranger,"Walker, Texas Ranger",Regular,/title/tt0743480/?ref_=ttep_ep10,8.1,63,"Action, Adventure, Crime",1998-12-05,7,10
on the border,"Walker, Texas Ranger",Regular,/title/tt0743528/?ref_=ttep_ep11,7.5,38,"Action, Adventure, Crime",1998-12-12,7,11
lost boys,"Walker, Texas Ranger",Regular,/title/tt0743511/?ref_=ttep_ep12,6.8,38,"Action, Adventure, Crime",1999-01-09,7,12
special witness,"Walker, Texas Ranger",Regular,/title/tt0743561/?ref_=ttep_ep13,8,42,"Action, Adventure, Crime",1999-01-16,7,13
the principal,"Walker, Texas Ranger",Regular,/title/tt0743595/?ref_=ttep_ep14,7.5,41,"Action, Adventure, Crime",1999-02-06,7,14
team cherokee part 1,"Walker, Texas Ranger",Regular,/title/tt0743569/?ref_=ttep_ep15,7.6,42,"Action, Adventure, Crime",1999-02-13,7,15
team cherokee part 2,"Walker, Texas Ranger",Regular,/title/tt0743570/?ref_=ttep_ep16,7.2,45,"Action, Adventure, Crime",1999-02-20,7,16
livegirlsnow,"Walker, Texas Ranger",Regular,/title/tt0743510/?ref_=ttep_ep17,7.4,33,"Action, Adventure, Crime",1999-02-27,7,17
no way out,"Walker, Texas Ranger",Regular,/title/tt0743525/?ref_=ttep_ep18,7.1,37,"Action, Adventure, Crime",1999-04-24,7,18
brothers in arms,"Walker, Texas Ranger",Regular,/title/tt0743454/?ref_=ttep_ep19,7.7,38,"Action, Adventure, Crime",1999-05-01,7,19
mind games,"Walker, Texas Ranger",Regular,/title/tt0743518/?ref_=ttep_ep20,7.4,33,"Action, Adventure, Crime",1999-05-08,7,20
power angels,"Walker, Texas Ranger",Regular,/title/tt0743535/?ref_=ttep_ep21,7.5,31,"Action, Adventure, Crime",1999-05-15,7,21
jacobs ladder,"Walker, Texas Ranger",Regular,/title/tt0743501/?ref_=ttep_ep22,7.8,46,"Action, Adventure, Crime",1999-05-15,7,22
in harms way part 1,"Walker, Texas Ranger",Regular,/title/tt0743498/?ref_=ttep_ep23,7.6,35,"Action, Adventure, Crime",1999-05-22,7,23
in harms way part 2,"Walker, Texas Ranger",Regular,/title/tt0743499/?ref_=ttep_ep1,7.5,35,"Action, Adventure, Crime",1999-09-25,8,1
countdown,"Walker, Texas Ranger",Regular,/title/tt0743461/?ref_=ttep_ep2,7.2,37,"Action, Adventure, Crime",1999-10-02,8,2
safe house,"Walker, Texas Ranger",Regular,/title/tt0743547/?ref_=ttep_ep3,7.6,32,"Action, Adventure, Crime",1999-10-09,8,3
way of the warrior,"Walker, Texas Ranger",Regular,/title/tt0743618/?ref_=ttep_ep4,7.2,35,"Action, Adventure, Crime",1999-10-16,8,4
tall cotton,"Walker, Texas Ranger",Regular,/title/tt0743568/?ref_=ttep_ep5,7.1,37,"Action, Adventure, Crime",1999-10-23,8,5
the lynn sisters,"Walker, Texas Ranger",Regular,/title/tt0743592/?ref_=ttep_ep6,7.5,40,"Action, Adventure, Crime",1999-10-30,8,6
suspicious minds,"Walker, Texas Ranger",Regular,/title/tt0743566/?ref_=ttep_ep7,7.7,32,"Action, Adventure, Crime",1999-11-06,8,7
widow maker,"Walker, Texas Ranger",Regular,/title/tt0743624/?ref_=ttep_ep8,7.3,35,"Action, Adventure, Crime",1999-11-13,8,8
fight or die,"Walker, Texas Ranger",Regular,/title/tt0743483/?ref_=ttep_ep9,7.2,44,"Action, Adventure, Crime",1999-11-20,8,9
rise to the occasion,"Walker, Texas Ranger",Regular,/title/tt0743543/?ref_=ttep_ep10,6.9,41,"Action, Adventure, Crime",1999-11-27,8,10
full recovery,"Walker, Texas Ranger",Regular,/title/tt0743489/?ref_=ttep_ep11,7.4,43,"Action, Adventure, Crime",1999-12-11,8,11
a matter of faith,"Walker, Texas Ranger",Regular,/title/tt0743434/?ref_=ttep_ep12,7.1,36,"Action, Adventure, Crime",1999-12-18,8,12
vision quest,"Walker, Texas Ranger",Regular,/title/tt0743614/?ref_=ttep_ep13,7.5,29,"Action, Adventure, Crime",2000-01-08,8,13
a matter of principle,"Walker, Texas Ranger",Regular,/title/tt0743435/?ref_=ttep_ep14,7.7,32,"Action, Adventure, Crime",2000-01-15,8,14
thunderhawk,"Walker, Texas Ranger",Regular,/title/tt0743603/?ref_=ttep_ep15,7.4,29,"Action, Adventure, Crime",2000-02-05,8,15
justice delayed,"Walker, Texas Ranger",Regular,/title/tt0743502/?ref_=ttep_ep16,7.6,33,"Action, Adventure, Crime",2000-02-12,8,16
the day of cleansing,"Walker, Texas Ranger",Regular,/title/tt0743581/?ref_=ttep_ep17,7.4,39,"Action, Adventure, Crime",2000-02-19,8,17
black dragons,"Walker, Texas Ranger",Regular,/title/tt0743444/?ref_=ttep_ep18,7.7,33,"Action, Adventure, Crime",2000-02-26,8,18
soldiers of hate,"Walker, Texas Ranger",Regular,/title/tt0743557/?ref_=ttep_ep19,7.6,38,"Action, Adventure, Crime",2000-03-18,8,19
the generals return,"Walker, Texas Ranger",Regular,/title/tt0743586/?ref_=ttep_ep20,7.4,35,"Action, Adventure, Crime",2000-04-08,8,20
showdown at casa diablo part 1,"Walker, Texas Ranger",Regular,/title/tt0743552/?ref_=ttep_ep21,7.5,34,"Action, Adventure, Crime",2000-04-29,8,21
showdown at casa diablo part 2,"Walker, Texas Ranger",Regular,/title/tt0743553/?ref_=ttep_ep22,7.3,32,"Action, Adventure, Crime",2000-05-06,8,22
the bachelor party,"Walker, Texas Ranger",Regular,/title/tt0743575/?ref_=ttep_ep23,7.7,39,"Action, Adventure, Crime",2000-05-13,8,23
wedding bells part 1,"Walker, Texas Ranger",Regular,/title/tt0743619/?ref_=ttep_ep24,8,44,"Action, Adventure, Crime",2000-05-20,8,24
